CollegeID,College Name,University,City,State
2947,Balaji Engineering College,"Gujarat Technological University, Ahmedabad",Pipardi Timbo,Gujarat
2948,Smt SR Patel Engineering College,"Gujarat Technological University, Ahmedabad",Shihi,Gujarat
2949,Christian College of Engineering and Technology,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",Bhilai,Chhattisgarh
2950,Lakhmi Chand Institute of Technology,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",Bodri,Chhattisgarh
2951,Axis Institute of Architecture,"Dr APJ Abdul Kalam Technical University, Lucknow",Hathi Pur,Uttar Pradesh
2952,ITM School of Architecture and Town Planning,"Dr APJ Abdul Kalam Technical University, Lucknow",Mampur Bana,Uttar Pradesh
2953,Vision Institute of Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Bilgram,Uttar Pradesh
2954,Synergy Institute of Engineering and Technology,"Biju Patnaik University of Technology, Rourkela",Dhenkanal,Odisha
2955,PMR Engineering College,"Anna University, Chennai",Chennai,Tamil Nadu
2956,Institute of Engineering and Emerging Technology,"Baddi University of Emerging Sciences and Technology, Baddi",Baddi,Himachal Pradesh
2957,NC College of Engineering,"Kurukshetra University, Kurukshetra",Jondhan Khurd,Haryana
2958,Priyadarshini JL College of Engineering,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra
2959,BBS College of Engineering and Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Phaphamau,Uttar Pradesh
2960,Yugantar Institute of Technology and Management,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",Thekwa,Chhattisgarh
2961,Younus Institute of Technology,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Kannanalloor,Kerala
2962,Vivekanandha College of Technology for Women,"Anna University, Chennai",Tiruchengode,Tamil Nadu
2963,Vins Christian College of Engineering,"Anna University, Chennai",Nagercoil,Tamil Nadu
2964,Vidyasagar Institute of Technology,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Khudel,Madhya Pradesh
2965,Vedica Institute of Technology,"RKDF University, Bhopal",Bhopal,Madhya Pradesh
2966,Vaishnavi Institute of Technology and Science,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal,Madhya Pradesh
2967,TRR Engineering College,"Jawaharlal Nehru Technological University, Anantapur",Hyderabad,Telangana
2968,TRR College of Engineering and Technology,"Jawaharlal Nehru Technological University, Anantapur",Hyderabad,Telangana
2969,The Kavery Engineering College,"Anna University, Chennai",M.Kalipatti,Tamil Nadu
2970,Technology Education and Research Institute,"Kurukshetra University, Kurukshetra",Kurukshetra,Haryana
2971,Syed Ammal Engineering College,"Anna University, Chennai",Ramanathapuram,Tamil Nadu
2972,Swami Parmanand College of Engineering and Technology,"IK Gujral Punjab Technical University, Jalandhar",aganpur,Punjab
2973,Suryodaya College of Engineering and Technology,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Vhirgaon,Maharashtra
2974,Surya School of Planning and Engineering Management,"Dr APJ Abdul Kalam Technical University, Lucknow",Puraheya,Uttar Pradesh
2975,St Soldier Institute of Engineering and Technology,"IK Gujral Punjab Technical University, Jalandhar",Gopalpur Alias Bidh,Punjab
2976,Sri Vidya College of Engineering and Technology,"Anna University, Chennai",Virudhunagar,Tamil Nadu
2977,Sri Satya Sai College of Engineering,"RKDF University, Bhopal",Bhopal,Madhya Pradesh
2978,Sri Ranganathar Institute of Engineering and Technology,"Anna University, Chennai",Coimbatore,Tamil Nadu
2979,Sri Chundi Ranganayakulu Engineering College,"Jawaharlal Nehru Technological University, Kakinada",Guntur,Andhra Pradesh
2980,Sri Balaji College of Engineering and Technology,"Rajasthan Technical University, Kota",Jaipur,Rajasthan
2981,Sreepathy Institute of Management and Technology,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Palakkad,Kerala
2982,SR International Institute of Technology,"Jawaharlal Nehru Technological University, Hyderabad",Bandlaguda,Telangana
2983,Sophitorium Engineering College,"Biju Patnaik University of Technology, Rourkela",Khurdha,Odisha
2984,Shri Andal Alagar College of Engineering,"Anna University, Chennai",Mamandur,Tamil Nadu
2985,Shreenivasa Engineering College,"Anna University, Chennai",Dharmapuri,Tamil Nadu
2986,Shree Ram Mulkh College of Technical Education,,Naraingarh,Haryana
2987,Shree Motilal Kanhaiyalal Fomra Institute of Technology,"Anna University, Chennai",Chennai,Tamil Nadu
2988,Shree Digamber Institute of Technology,"Rajasthan Technical University, Kota",Gumanpura,Rajasthan
2989,Shivalik Institute of Engineering and Technology,"Kurukshetra University, Kurukshetra",Ambala,Haryana
2990,Shanmuganathan Engineering College,"Anna University, Chennai",Arasampatti,Tamil Nadu
2991,Seshachala Institute of Technology,"Jawaharlal Nehru Technological University, Anantapur",Gollakandriga,Andhra Pradesh
2992,SBM College of Engineering and Technology,"Anna University, Chennai",Ammakulathupatti,Tamil Nadu
2993,Satyasai Engineering College,"Biju Patnaik University of Technology, Rourkela",Balasore,Odisha
2994,Sat Priya Group of Institutions,"Maharshi Dayanand University, Rohtak",Rohtak,Haryana
2995,Saraswati Institute of Engineering and Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Ghaziabad,Uttar Pradesh
2996,Saraswathy College of Engineering and Technology,"Anna University, Chennai",Tindivanam,Tamil Nadu
2997,Sakthi Mariamman Engineering College,"Anna University, Chennai",Mevalurkuppam,Tamil Nadu
2998,Sachdeva Institute of Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Shehzadpur Pauri,Uttar Pradesh
2999,SPB Patel Engineering College,"Gujarat Technological University, Ahmedabad",Ahmedabad,Gujarat
3000,RVS Padhmavathy College of Engineering and Technology,"Anna University, Chennai",Nemalur,Tamil Nadu
3001,RKDF College of Engineering,"Bhabha University, Bhopal",Bhopal,Madhya Pradesh
3002,Ram-Eesh Institute of Engineering and Technology,,Greater Noida,Uttar Pradesh
3003,Ramarani Institute of Technology,,Balasore,Odisha
3004,Rakshpal Bahadur College of Engineering and Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Babia,Uttar Pradesh
3005,PSN Institute of Technology and Science,"Anna University, Chennai",Palayamkottai,Tamil Nadu
3006,Priyadarshini College of Engineering,"Jawaharlal Nehru Technological University, Anantapur",Sullurupeta,Andhra Pradesh
3007,Prince Dr K Vasudevan College of Engineering and Technology,"Anna University, Chennai",Chennai,Tamil Nadu
3008,PR Patil College of Engineering and Technology,"Sant Gadge Baba Amravati University, Amravati",Kathora,Maharashtra
3009,Ponnaiyah Ramajayam College of Engineering and Technology,"Anna University, Chennai",Vallam,Tamil Nadu
3010,Patiala Institute of Engineering and Technology for Women,"Maharaja Ranjit Singh Punjab Technical University, Bathinda",Nandpur Kesho,Punjab
3011,Padmashri Dr VB Kolte College of Engineering,"Sant Gadge Baba Amravati University, Amravati",Malkapur,Maharashtra
3012,New Prince Shri Bhavani College of Engineering and Technology,"Anna University, Chennai",Chennai,Tamil Nadu
3013,Narayanadri Institute of Science and Technology,"Jawaharlal Nehru Technological University, Anantapur",Kadapa,Andhra Pradesh
3014,Naraina College of Engineering and Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Kanpur,Uttar Pradesh
3015,Nanasaheb Mahadik College of Engineering,"Dr Babasaheb Ambedkar Technological University, Lonere",Ashta,Maharashtra
3016,Nagarjuna Institute of Engineering Technology and Management,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Satnavari,Maharashtra
3017,Mina Institute of Engineering and Technology for Women,"Jawaharlal Nehru Technological University, Hyderabad",Miryalaguda,Telangana
3018,Millennium Institute of Technology,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal,Madhya Pradesh
3019,Meenakshi Ramaswamy Engineering College,"Anna University, Chennai",Thathanur,Tamil Nadu
3020,Matoshri Pratishthans Group of Institutions,"Dr Babasaheb Ambedkar Technological University, Lonere",Khupsarwadi,Maharashtra
3021,Malabar Institute of Technology,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Anjarakandy,Kerala
3022,Maharashtra College of Engineering,"Swami Ramanand Teerth Marathwada University, Nanded",Nilanga,Maharashtra
3023,Maharana Pratap College of Technology,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Gwalior,Madhya Pradesh
3024,Maharana Institute of Technology and Sciences,"Dr APJ Abdul Kalam Technical University, Lucknow",Kanpur,Uttar Pradesh
3025,Kruti Institute of Technology and Engineering,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",Nardaha Village,Chhattisgarh
3026,Krishnaveni Engineering College for Women,"Jawaharlal Nehru Technological University, Kakinada",Kesanapalli,Andhra Pradesh
3027,Kopal Institute of Science and Technology,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal,Madhya Pradesh
3028,KMBB College of Engineering and Technology,"Biju Patnaik University of Technology, Rourkela",Bhubaneshwar,Odisha
3029,Kalol Institute of Technology and Research Centre,"Gujarat Technological University, Ahmedabad",Piyaj,Gujarat
3030,KR Gouri Amma College of Engineering,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Thuravoor Thekku,Kerala
3031,Jawaharlal Institute of Technology,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Borawan,Madhya Pradesh
3032,Jawahar Engineering College,"Anna University, Chennai",Chennai,Tamil Nadu
3033,James College of Engineering and Technology,"Anna University, Chennai",Eracha Kulam,Tamil Nadu
3034,Jagan Nath Gupta Institute of Engineering and Technology,"Rajasthan Technical University, Kota",Jaipur,Rajasthan
3035,JT Mahajan College of Engineering,"Dr Babasaheb Ambedkar Technological University, Lonere",Faizpur,Maharashtra
3036,International Institute of Technology and Management,"Deen Bandhu Chhotu Ram University of Science and Technology, Murthal",Sonipat,Haryana
3037,Institute of Technology and Sciences,"Maharshi Dayanand University, Rohtak",Bhiwani,Haryana
3038,IITT College of Engineering,"Himachal Pradesh Technical University, Hamirpur",Kala Amb,Himachal Pradesh
3039,Himachal Institute of Engineering and Technology,"Himachal Pradesh Technical University, Hamirpur",Kangra,Himachal Pradesh
3040,Gwalior Institute of Information Technology,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Gwalior,Madhya Pradesh
3041,Guru Ram Dass Institute of Engineering and Technology,"Maharaja Ranjit Singh Punjab Technical University, Bathinda",Lehra Mohabbat,Punjab
3042,Govindrao Wanjari College of Engineering and Technology,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra
3043,Gojan School of Business and Technology,"Anna University, Chennai",Nallur,Tamil Nadu
3044,Godavari College of Engineering,"Dr Babasaheb Ambedkar Technological University, Lonere",Jalgaon,Maharashtra
3045,Global Research Institute of Management and Technology,"Kurukshetra University, Kurukshetra",Radaur,Haryana
3046,Gwalior Institute of Technology and Science,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Gwalior,Madhya Pradesh
3047,Girdhar Shiksha Evam Samaj Kalyan Samiti Group of Institutions,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal,Madhya Pradesh
3048,GCRG Group of Institutions,"Dr APJ Abdul Kalam Technical University, Lucknow",Rampur Devrai,Uttar Pradesh
3049,Gandhi Institute of Excellent Technocrats,"Biju Patnaik University of Technology, Rourkela",Ghangapatna,Odisha
3050,Gandhi Academy of Technology and Engineering,"Biju Patnaik University of Technology, Rourkela",Gobindanagar,Odisha
3051,Ferozepur College of Engineering and Technology,"Maharaja Ranjit Singh Punjab Technical University, Bathinda",Moga,Punjab
3052,Fabtech Technical Campus,"Dr Babasaheb Ambedkar Technological University, Lonere",Solapur,Maharashtra
3053,Dr Sau Kamaltai Gawai Institute of Engineering and Technology,"Sant Gadge Baba Amravati University, Amravati",Amravati,Maharashtra
3054,Dr KV Subba Reddy College of Engineering for Women,"Jawaharlal Nehru Technological University, Anantapur",Kurnool,Andhra Pradesh
3055,Dr Bhausaheb Nandurkar College of Engineering and Technology,"Sant Gadge Baba Amravati University, Amravati",Bhoyar,Maharashtra
3056,CSI College of Engineering,"Anna University, Chennai",Nilgiris,Tamil Nadu
3057,Christian College of Engineering and Technology,"Anna University, Chennai",Dindigul,Tamil Nadu
3058,Brown Hills College of Engineering and Technology,"Al Falah University, Faridabad",Faridabad,Haryana
3059,Bhopal Institute of Technology and Science,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal,Madhya Pradesh
3060,Bharathidasan Engineering College,"Anna University, Chennai",Bandarapalli,Tamil Nadu
3061,Bhabha College of Engineering,"RKDF University, Bhopal",Bhopal,Madhya Pradesh
3062,Babu Sunder Singh Institute of Technology and Management,"Dr APJ Abdul Kalam Technical University, Lucknow",Lucknow,Uttar Pradesh
3063,Avanthi's Research and Technological Academy,"Jawaharlal Nehru Technological University, Kakinada",Nandigam,Andhra Pradesh
3064,Asians Institute of Technology,"Rajasthan Technical University, Kota",Deeppura,Rajasthan
3065,Asan Memorial College of Engineering and Technology,"Anna University, Chennai",Kancheepuram,Tamil Nadu
3066,Aryan Institute of Engineering and Technology,"Biju Patnaik University of Technology, Rourkela",Mundala,Odisha
3067,Annai College of Engineering and Technology,"Anna University, Chennai",Kalambaram,Tamil Nadu
3068,Bhubaneshwar Institute of Industrial Technology,"Biju Patnaik University of Technology, Rourkela",Trutiapada,Odisha
3069,Rattan Institute of Technology and Management,"Maharshi Dayanand University, Rohtak",Palwal,Haryana
3070,ANA College of Engineering and Management Studies,"Dr APJ Abdul Kalam Technical University, Lucknow",Bareilly,Uttar Pradesh
3071,Jaipur Institute of Technology- Group of Institutions,"Rajasthan Technical University, Kota",Kalwara,Rajasthan
3072,Medha Institute of Science and Technology for Women,,Khammam,Telangana
3073,BVC College of Engineering,"Jawaharlal Nehru Technological University, Kakinada",East Godavari,Andhra Pradesh
3074,Chadalawada Venkata Subbaiah College of Engineering,"Jawaharlal Nehru Technological University, Anantapur",Tirupati,Andhra Pradesh
3075,Golden Valley Integrated Campus,"Jawaharlal Nehru Technological University, Anantapur",Madanapalle,Andhra Pradesh
3076,Tudi Ram Reddy Institute of Technology and Science,"Jawaharlal Nehru Technological University, Hyderabad",Gudur,Telangana
3077,Jai Parkash Mukand Lal Innovative Engineering and Technology Institute,"Kurukshetra University, Kurukshetra",Radaur,Haryana
3078,Adhiparasakthi College of Engineering,"Anna University, Chennai",Paradharami,Tamil Nadu
3079,Priyadarshini Institute of Technology,"Jawaharlal Nehru Technological University, Anantapur",Nellore,Andhra Pradesh
3080,Punjabi University Regional Centre for Information Technology and Management,"Punjabi University, Patiala",Sahibzada Ajit Singh Nagar,Punjab
3081,National Institute of Electronics and Information Technology,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Kattangal,Kerala
3082,CSMSS CHH Shahu College of Engineering,"Dr Babasaheb Ambedkar Technological University, Lonere",Aurangabad,Maharashtra
3083,Ideal Institute of Technology,"University of Mumbai, Mumbai",Posheri,Maharashtra
3084,GDMM College of Engineering and Technology,"Jawaharlal Nehru Technological University, Kakinada",Nandigama,Andhra Pradesh
3085,Sai Ganapathi Engineering College,"Jawaharlal Nehru Technological University, Kakinada",Visakhapatnam,Andhra Pradesh
3086,Focus Institute of Science and Technology,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Killannur,Kerala
3087,S S Agrawal Institute of Engineering and Technology,"Gujarat Technological University, Ahmedabad",Navsari,Gujarat
3088,Sardar Patel College Of Engineering,"Gujarat Technological University, Ahmedabad",Vallabh Vidhyanagar,Gujarat
3089,Chaudhary Ranbir Singh University,,Jind,Haryana
3090,Hon Shri Babanrao Pachpute Vichardhara Trust's Group of Institutions,"Savitribai Phule Pune University, Pune",Jangalewadi,Maharashtra
3091,Sai Nath College,"Sai Nath University, Ranchi",Agra,Uttar Pradesh
3092,Arunachal University of Studies,,Namsai,Arunachal Pradesh
3093,Central Institute of Plastics Engineering and Technology,,Murthal Khas,Haryana
3094,Central Institute of Plastics Engineering and Technology,,Aurangabad,Maharashtra
3095,Techno College of Engineering,"Tripura University, Suryamaninagar",Agartala,Tripura
3096,Aurora's Technological and Management Academy,"Jawaharlal Nehru Technological University, Hyderabad",Ghatkesar,Telangana
3097,ESC Government Polytechnic,,Nandyal,Andhra Pradesh
3098,Government Polytechnic,,Ranchi,Jharkhand
3099,SDM Technical Institute,,Ujire,Karnataka
3100,Government CPC Polytechnic,,Mysuru,Karnataka
3101,Satara Polytechnic,,Satara,Maharashtra
3102,Puranmal Lahoti Government Polytechnic,,Latur,Maharashtra
3103,Government Girls Polytechnic,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",Raipur,Chhattisgarh
3104,Government Polytechnic,"Gujarat Technological University, Ahmedabad",Rajkot,Gujarat
3105,Dalia Institute of Diploma Studies,"Gujarat Technological University, Ahmedabad",Kanera,Gujarat
3106,Shree Tapi Brahmcharyashram Sabha College of Diploma Engineering,"Gujarat Technological University, Ahmedabad",Surat,Gujarat
3107,Indo German Tool Room,,Ahmedabad,Gujarat
3108,Government Institute of Electronics,,Secunderabad,Telangana
3109,Bharat Institute of Engineering and Technology,,Brahmapur,Odisha
3110,Mehr Chand Polytechnic College,,Jalandhar,Punjab
3111,Rajiv Gandhi Government Polytechnic,,Narwana,Haryana
3112,Government Womens Polytechnic,,Kalaburagi,Karnataka
3113,Yashwantrao Chavan Institute of Polytechnic,,Beed,Maharashtra
3114,Government Polytechnic,,Karad,Maharashtra
3115,Sri Vignesh Polytechnic College,,Tiruchirappalli,Tamil Nadu
3116,KK Wagh Polytechnic,,Nashik,Maharashtra
3117,Government Leather Institute,,Agra,Uttar Pradesh
3118,Maharaja's Technological Institute,,Thrissur,Kerala
3119,Swami Nithyananda Polytechnic College,,Kanhangad,Kerala
3120,PMV Polytechnic,,Mathura,Uttar Pradesh
3121,Government Polytechnic,,Khamgaon,Maharashtra
3122,Six Sigma Institute of Technology and Science,,Amarpur,Uttarakhand
3123,Government Polytechnic,,Lohaghat,Uttarakhand
3124,Camellia Institute of Polytechnic,,Budbud,West Bengal
3125,Bengal College of Polytechnic,,Durgapur,West Bengal
3126,Bengal Institute of Polytechnic,,Hetampur,West Bengal
3127,Hitkarini College of Architecture and Town Planning,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Jabalpur,Madhya Pradesh
3128,CRK Polytechnic College,,Hajipur,Bihar
3129,Government Polytechnic,,Koderma,Jharkhand
3130,Acharya Polytechnic,,Bengaluru,Karnataka
3131,PVP Polytechnic,,Bengaluru,Karnataka
3132,SR Government Polytechnic College,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Sagar,Madhya Pradesh
3133,Government Polytechnic College for Women,,Coimbatore,Tamil Nadu
3134,Prasad Polytechnic,,Jaunpur,Uttar Pradesh
3135,KG Engineering Institute,,Bishnupur,West Bengal
3136,Girija Devi Polytechnic College,,Bihiya,Bihar
3137,Government Polytechnic College,,Ambala,Haryana
3138,Government Polytechnic College,,Perambalur,Tamil Nadu
3139,Government Polytechnic College,,Ooty,Tamil Nadu
3140,Government Polytechnic College,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Ujjain,Madhya Pradesh
3141,MG Polytechnic,,Hathras,Uttar Pradesh
3142,Seethi Sahib Memorial Polytechnic College,,Tirur,Kerala
3143,Ganpat University Institute of Computer Technology,"Ganpat University, Mehsana",Mehsana,Gujarat
3144,ICFAI Tech School,"ICFAI Foundation for Higher Education, Hyderabad",Hyderabad,Telangana
3145,Mukesh Patel School of Technology Management and Engineering,"Narsee Monjee Institute of Management Studies, Mumbai",Shirpur,Maharashtra
3146,Shivganga Charitable Trust,"Shivaji University, Kolhapur",Patgaon,Maharashtra
3147,Saraswati Institute of Technology,,Navi Mumbai,Maharashtra
3148,Excelsior Education Society KC College of Engineering,"University of Mumbai, Mumbai",Thane,Maharashtra
3149,Ambal Professional Group of Institutions,"Anna University, Chennai",Coimbatore,Tamil Nadu
3150,Bharat Engineering College,"Jawaharlal Nehru Technological University, Hyderabad",Vastunagar,Telangana
3151,Girijabai Sail Institute of Technology,"Visvesvaraya Technological University, Belagavi",Majali,Karnataka
3152,Shri Dadaji Institute of Technology and Science,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Khandwa,Madhya Pradesh
3153,Saraswati Institute of Engineering and Technology,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Jabalpur,Madhya Pradesh
3154,Sakshi Institute of Technology and Management,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Guna,Madhya Pradesh
3155,Mahakal Institute of Technology,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Datana,Madhya Pradesh
3156,Dhaneswar Rath Institute of Engineering and Management Studies,"Biju Patnaik University of Technology, Rourkela",Tangi,Odisha
3157,Vedic Gurukul Institute of Engineering and Technology,"Rajasthan Technical University, Kota",Jaipur,Rajasthan
3158,Shri Ram College of Engineering and Management,"Maharshi Dayanand University, Rohtak",Palwal,Haryana
3159,DR College of Engineering and Technology,"Kurukshetra University, Kurukshetra",Kakoda,Haryana
3160,Shri Krishan Institute of Engineering and Technology,"Kurukshetra University, Kurukshetra",Kurukshetra,Haryana
3161,Mata Rajkaur Institute of Engineering and Technology,"Maharshi Dayanand University, Rohtak",Rewari,Haryana
3162,Alice Institute of Technology,,Angara,Jharkhand
3163,GRD Institute of Management and Technology,"Uttarakhand Technical University, Dehradun",Dehradun,Uttarakhand
3164,KIPM College of Engineering and Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Jhungia,Uttar Pradesh
3165,RV Institute of Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Bijnor,Uttar Pradesh
3166,Institute of Technology and Management,"Dr APJ Abdul Kalam Technical University, Lucknow",Maharajganj,Uttar Pradesh
3167,Indus College of Engineering,"Biju Patnaik University of Technology, Rourkela",Barakuda,Odisha
3168,Kunwar SatyaVira College of Engineering and Management,"Dr APJ Abdul Kalam Technical University, Lucknow",Bijnor,Uttar Pradesh
3169,School of Research and Technology People's University,"Peoples University, Bhopal",Bhopal,Madhya Pradesh
3170,Younus College of Engineering and Technology,"University of Kerala, Thiruvananthapuram",Kollam,Kerala
3171,Yashoda Technical Campus,"Dr Babasaheb Ambedkar Technological University, Lonere",Satara,Maharashtra
3172,Vindhya Institute of Technology and Science,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Indore,Madhya Pradesh
3173,Vedant Institute of Management and Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Ghaziabad,Uttar Pradesh
3174,Vedang Institute of Technology,"Biju Patnaik University of Technology, Rourkela",Narangarh,Odisha
3175,Vandayar Engineering College,"Anna University, Chennai",Thanjavur,Tamil Nadu
3176,VRS College of Engineering and Technology,"Anna University, Chennai",Arasur,Tamil Nadu
3177,Unnamalai Institute of Technology,"Anna University, Chennai",Palaya Appaneri,Tamil Nadu
3178,Travancore Engineering College,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Kollam,Kerala
3179,Techno India NJR Institute of Technology,"Rajasthan Technical University, Kota",Biliya,Rajasthan
3180,Tamizhan College of Engineering and Technology,"Anna University, Chennai",Chenbagaramanputhoor,Tamil Nadu
3181,Tagore Institute of Engineering and Technology,"Anna University, Chennai",Deviyakurichi,Tamil Nadu
3182,Swami Devi Dyal Institute of Engineering and Technology,"Kurukshetra University, Kurukshetra",Palasra,Haryana
3183,Suraj College of Engineering and Technology,"Maharshi Dayanand University, Rohtak",Salimabad,Haryana
3184,Surabhi College of Engineering and Technology,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Sukhi Sewania,Madhya Pradesh
3185,Sumathi Reddy Institute of Technology for Women,"Jawaharlal Nehru Technological University, Hyderabad",Hasanparthy,Telangana
3186,Suguna College of Engineering,"Anna University, Chennai",Coimbatore,Tamil Nadu
3187,St Margaret Engineering College,"Rajasthan Technical University, Kota",Neemrana,Rajasthan
3188,St Wilfred's Institute of Technology,"University of Mumbai, Mumbai",Vichumbe,Maharashtra
3189,SSLD Varshney Institute of Management and Engineering,"Dr APJ Abdul Kalam Technical University, Lucknow",Aligarh,Uttar Pradesh
3190,SRS College of Engineering and Technology,"Anna University, Chennai",Mookanur,Tamil Nadu
3191,SRINIX College of Engineering,"Biju Patnaik University of Technology, Rourkela",Gopalgoan,Odisha
3192,Sri Vani School of Engineering,"Jawaharlal Nehru Technological University, Kakinada",Vijayawada,Andhra Pradesh
3193,Sri Subramanya College of Engineering and Technology,"Anna University, Chennai",Palani,Tamil Nadu
3194,Sri Sarada Institute of Science and Technology,"Jawaharlal Nehru Technological University, Hyderabad",Ghatkesar,Telangana
3195,Sri Rangapoopathi College of Engineering,"Anna University, Chennai",Villupuram,Tamil Nadu
3196,Sri Krishna College of Engineering,"Anna University, Chennai",Arakkonam,Tamil Nadu
3197,Sri Basaveshwara Institute of Technology,"Visvesvaraya Technological University, Belagavi",Tumakuru,Karnataka
3198,Srajan Institute of Technology,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Ratlam,Madhya Pradesh
3199,Spintronic Technology and Advance Research,"Biju Patnaik University of Technology, Rourkela",Bhubaneshwar,Odisha
3200,South Point Institute of Technology and Management,"Deen Bandhu Chhotu Ram University of Science and Technology, Murthal",Sonipat,Haryana
3201,SMR East Coast College of Engineering and Technology,"Anna University, Chennai",Peravurani,Tamil Nadu
3202,SIRDA Institute of Engineering and Technology,"Himachal Pradesh Technical University, Hamirpur",Mandi,Himachal Pradesh
3203,Sir Issac Newton College of Engineering and Technology,"Anna University, Chennai",Nagapattinam,Tamil Nadu
3204,Siddhivinayak Technical Campus,"Sant Gadge Baba Amravati University, Amravati",Chincholi,Maharashtra
3205,Shri Yogindra Sagar Institute of Technology and Science,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Ratlam,Madhya Pradesh
3206,Shri Tulja Bhavani College of Engineering,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad",Tuljapur,Maharashtra
3207,Shri Shankarprasad Agnihotri College of Engineering,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Wardha,Maharashtra
3208,Shri Balaji Institute of Technology and Management,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Sakadehi,Madhya Pradesh
3209,Shri Angalamman College of Engineering and Technology,"Anna University, Chennai",Tiruchirappalli,Tamil Nadu
3210,Shiva Institute of Engineering and Technology,"Himachal Pradesh Technical University, Hamirpur",Chandpur,Himachal Pradesh
3211,Shiv Shankar Institute of Engineering and Technology,"IK Gujral Punjab Technical University, Jalandhar",Patti Rural,Punjab
3212,Shanti Institute of Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Meerut,Uttar Pradesh
3213,Shahul Hameed Memorial Engineering College,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Kollam,Kerala
3214,Sengunthar College of Engineering,"Anna University, Chennai",Tiruchengode,Tamil Nadu
3215,SelaQui Academy of Higher Education,"Uttarakhand Technical University, Dehradun",Dehradun,Uttarakhand
3216,SCOPE College of Engineering,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal,Madhya Pradesh
3217,Savera Educational Trust Group of Institutions,"Maharshi Dayanand University, Rohtak",Farukh Nagar,Haryana
3218,Sat Kabir Institute of Technology and Management,"Maharshi Dayanand University, Rohtak",Shahpur,Haryana
3219,Saraswati Higher Education and Technical College of Engineering,"Dr APJ Abdul Kalam Technical University, Lucknow",Varanasi,Uttar Pradesh
3220,Sanjay Memorial Institute of Technology,"Biju Patnaik University of Technology, Rourkela",Ganjam,Odisha
3221,Sanjay Institute of Engineering and Management,"Dr APJ Abdul Kalam Technical University, Lucknow",Atas Bangar,Uttar Pradesh
3222,Sai Institute of Engineering and Technology,"IK Gujral Punjab Technical University, Jalandhar",Amritsar,Punjab
